text,novelty,diversity,label
"If they were , which they should be , they ' d have to register and report on exactly who ' s paying them and how much .                                         
""",0.553540363,0.641413916,1
"I ' m sure Barry resigned because he wanted total control and he wasn ' t going to have that ,"" Williams said .",0.585645983,0.541682427,1
"I feel that we can offer so much love to a child that they would never feel there was something missing from their lives , and we have plenty of male relatives and friends around .                         
'",0.670747489,0.657540154,1
"Even if anyone says "" he ' s a big cat , he needs to do this "" like no , I ' m pretty sure he doesn ' t .",0.514232931,0.570662236,1
"And for all the news coverage and attention , most voters are only now beginning to focus on their choices .",0.751403224,0.704649854,1
No one has the $ 500 million on hand to take it ( a vaccine ) all the way to human trials .,0.671398131,0.726280162,1
"The number is likely to increase in the future , with the development of new technologies , and new ways things can go wrong .",0.655914784,0.659243967,1
"After the environmental impact statement and the public comment period , which is over on January 15 , we can move forward .",0.738172517,0.759270457,1
Image caption The Metro says it was confirmed Ms Blake ' s partner fled to Africa after police failed to arrest him .,0.740691872,0.732137007,1
"The simple message is drive safely , plan your trip , and make sure you arrive safe and well with your family .",0.698967789,0.668394653,1
"He said that , when he applied for his first job , he did not tell his father until he was offered the position .",0.601096336,0.627861203,1
"The number of people sleeping rough on London ' s streets has gone up by more than 100 per cent in five years , according to new figures .",0.58157673,0.618134446,1
"More than 5 , 800 people have been killed in Yemen since March , about half of them civilians , according to the United Nations .",0.305950003,0.395231226,1
"In Iowa , those candidates may simply be too far behind in the polls for a strong debate showing to make much difference .",0.716373617,0.744443188,1
"It ' s a real version of the big society in action , and an example other local authorities would do well to follow .",0.714144277,0.648211593,1
"This is not just about the politicians trying to make the argument for a different kind of relationship with China .                                                       
""",0.633440508,0.705762782,1
"We ' re a week out in the election , and the Clinton people will try to spin these things ,"" Sanders said .",0.565682682,0.632483618,1
"However , both camps said the agreement was not final and that Democratic National Committee had yet to give its OK .",0.466180419,0.710570673,1
"Over the past four decades , the pay of American chief executives has risen 11 times as much as that of the typical American worker .                                             
""",0.739648884,0.736099022,1
"I don ' t know how long this can go on for , but its pretty good at the moment ,"" he said .                                               
""",0.47595034,0.404868085,1
"To all victims , we are truly , deeply sorry for the harm done to you by former employees or former students of the School ,"" the St .",0.669986057,0.806004077,1
George ' s report said .,0,0.635517987,1
In a bid to save their relationship and discover the next step on their journey the pair are currently taking five weeks apart .,0.746758308,0.754109956,1
"The local authority ' s education committee approved the change , which will increase from the current 30 - period week in August .",0.694188314,0.692993091,1
We rely on our good relationship with parents to ensure successful running of the school and would always encourage those with any concerns to contact or visit the school directly to resolve these .,0.767307216,0.707744079,1
For former New Jersey Gov .,0.416351775,0.403947285,1
"Chris Christie , voters were interested in his net worth and how much time he has left in office .",0.688393799,0.687100457,1
"A yellow "" be aware "" warning is in place ahead of a band of heavy rain moving in from the west on Wednesday evening .",0.587078105,0.573580243,1
The Dutch government has warned the EU that time is running out to find a solution to Europe ' s refugee crisis .,0.558967843,0.629264062,1
If anyone has any information about where he is or his movements since 16 December then please get in touch with us .,0,0.564469635,1
"Given the economic outlook , the Committee decided to maintain the target range for the federal funds rate at 1 / 4 to 1 / 2 percent .",0.722799993,0.717819242,1
It also told MPs that 88 % of all the BBC ' s content watched by Scottish audiences was of UK - wide television and radio .,0.660413681,0.740962392,1
It is thought around 200 people a second will buy a ticket in the hour before sales close at 7 .,0.678633544,0.494160181,1
30pm .,1,1,1
"If a larger company has a new idea , to course - correct that ship is going to take some time .",0.583725851,0.700767147,1
"The hope is that he will once again be able to open and close his mouth , and eat and talk normally .",0.682801461,0.731662181,1
It was a difficult decision because I had read about the side - effects of stopping treatment and that it could years before my skin would be normal .,0.700297375,0.673681627,1
"Last month , the Metropolitan Police said it had recorded hundreds of violent incidents including assault linked to the machines .",0.695995105,0.662180644,1
"She said : "" I used to think ' God , if the whole world is going to be like this , what way out is there ?",0,0.54706493,1
"The alcohol didn ' t cost much , it was obviously easy for the girls to get hold of and it didn ' t take long for them to get so drunk that they were in danger .",0.686951569,0.687610318,1
"Even if there was an alarm system , it would not work for us and we would have to run for our lives .",0.656302748,0.674186049,1
Ms Stewart said the museum would test the painting to decide how best to preserve it before putting it on public display .,0.704918412,0.748356093,1
The answer to that question tells you all you need to know about who is really on top of our constitutional tree .,0.639171695,0.643838064,1
One thing we need to change going into future seasons is being able to put teams to bed earlier and we haven ' t done that .,0.684382817,0.692209071,1
"NHS England said the recent bad weather is likely to have contributed to a "" sharp rise "" in A & E visits .",0.724966053,0.667312648,1
"They took the game to Liverpool , pushing their players forward at every opportunity and were good value for their ninth - minute lead .",0.67268778,0.649804772,1
I worry quite a bit that government will over - rely on experts from industry because they don ' t have their own internal knowledge .,0.726062703,0.729748349,1
"He ' s here for the result of a blood test which he asked for because he is concerned about memory problems , but the blood test rules out any obvious problems .",0.726870146,0.715338934,1
"I wasn ' t sure that I could do it at first , because every time I saw one of the kids I would feel my heart break again .",0.505229396,0.508979459,1
It would have been better if we had scored earlier but we won the game and are in the next round .,0.604632941,0.617517568,1
"The report cited previous research which found more than half of people living in "" under occupied "" homes were aged over 55 .",0.659841551,0.696831537,1
"The Commission statement said it supported member states ' efforts to increase the use of renewable energy , but not at the expense of giving an unfair advantage over competitors and consumers .",0.705447091,0.752041832,1
But at the end of the day what you have to know is that in sport anything [ can ] happen .,0.43417016,0.560775596,1
The narrow stretch of water is one of the key crossing points for the significant number of refugees and migrants from Syria and other countries trying to reach the EU .,0.679363358,0.718593036,1
"International artists have been asked to create new works as part of 14 - 18 Now ' s 2016 programme .                                                       
""",0.715389206,0.720122478,1
"We know that we can ' t stop every act of violence ,"" Obama said in his weekly radio address .                                                     
""",0.655671249,0.685035023,1
"Just wait , they will tell you later that plane trees are the number one threat , because terrorists can hide behind them !""",0.750793455,0.771651699,1
one person writes on Facebook .,0.720838757,0.691844711,1
"Only 13 per cent of women feel body positive , with the most likely age for that state to be reached between ages 35 and 54 .",0.674708393,0.665217174,1
It is one of the first areas seen to suffer damage in memory - loss conditions such as Alzheimer ' s .,0.705312602,0.705676107,1
"In this period there has also been an increase in severe heat waves , most notably in 2003 , 2010 and 2015 .",0.709276595,0.713632842,1
I do have a very different relationship to the songs when we finish a record because we ' ve been working on them and been inside them so much .,0.659569689,0.691373879,1
He told CBS Boston that the car continued down the highway and the driver may not have been aware of what had occurred .,0.739316285,0.713944329,1
"He spent years holding similar events around his state before running for president , producing the kind of YouTube - ready moments that made him a rising star in the Republican Party .",0.780733778,0.789907317,1
"( It ' s ) definitely a good thing people are talking ... you know , we want equality , we always want equality .",0.595102794,0.535700991,1
Sometimes we have an afternoon meeting as well ...,0.71595767,0.733524707,1
I help the prime minister to think through what should be on the cabinet agenda .,0.620405945,0.658308478,1
Young scientists develop a project that allows them to jump through time but soon learn that even an hour can prove deadly .,0.79424638,0.762452686,1
There are many reasons this could happen and if they do that they do a recall and don ' t let that go out to the public .,0.61728555,0.611778177,1
"Then he had you in his pocket , so to speak , but after that , he would move on to the next .",0.655393404,0.683337163,1
"Last week , the index estimated that across the UK , prices are set to rise by 4 .",0.693871734,0.706044992,1
"5 per cent a year for the next five years .                                     
""",0.285959039,0.180781572,1
"They know that , they ' ve invested in a fitness trainer and made that a priority ,"" said the Fed Cup coach .",0.719612218,0.709393841,1
"We all have a "" dark "" sexual side that ' s turned on by things we don ' t necessarily want to do with the person we ' re planning to share our life with .",0.679898602,0.724838054,1
"Scottish - born Cook , who almost took the North Melbourne job in 2012 , is widely considered the No .",0.796318161,0.801387515,1
"1 club chief executive in the AFL , starting his career as the boss of the West Coast Eagles in 1990 .",0.812738519,0.797800448,1
This can lead to employees constantly thinking about work as they feel a need to regularly check - up on their mail .,0.69011367,0.722531218,1
"The notion of self - talk , what she is going to say to herself throughout the challenge , will be important .",0.642295034,0.691477617,1
There is a growing view that the Bank will hold off until at least late this year to start raising interest rates from the record low of 0 .,0.682171642,0.712838556,1
"5 %, where they have been since the financial crisis in 2009 .",0.56848866,0.686574983,1
"These were days before 24 - hour radio , he recalled , and before you could record an album at home .                                                     
""",0.713669631,0.742042095,1
"I think people know we have to further the progress that has been made under President Obama ,"" Clinton said .",0.354184844,0.526444968,1
"As Iowa citizens vote tomorrow in the first ballot to determine the Republican candidate for the White House , many are asking : who really is Donald Trump ?",0.655763312,0.663007281,1
"It just takes time so still another week or two from now we are still going to be talking about that threat for major flooding in that region and the other thing I have to point out , it is very cold this morning .",0.631880607,0.678626737,1
"We had a few problems in the first half , but they didn ' t have too many opportunities and we were better in the second .",0.549569485,0.558758225,1
If you know where they are and you ' re visiting you know you might be affected more in that area than another .,0.653274091,0.59992247,1
"Kenya , one of the most high - profile countries in distance running , is also at the centre of doping - related allegations .",0.738304034,0.79064089,1
"To be honest , I was really just taking it one match at a time and even more simply a point at a time .",0.596697506,0.527874663,1
It never gets easier - believe me on that - but the hard work makes me feel as though I ' ll get a result .,0.555882908,0.590130884,1
"She has fans , and not just women who want a woman president , or who generally support women candidates , or voters who see her as the best shot to keep a Democrat in the White House .                   
'",0.720132644,0.688518415,1
It was one of those things - it was serious but if it was something that really affected me I wouldn ' t go out .,0.515873744,0.555441262,1
"Here ' s a guide that describes what it ' s like to sign up , order , receive , prepare - and yes , eat - your dinner from a box .",0.779355854,0.788868615,1
This affects 7 .,0.51525878,0.463631738,1
3 % of the population at some point in their life and 3 .,0.682814991,0.692617181,1
9 % in the past 12 months .,0.48641588,0.589871606,1
The man from York must contact the police to tell them of any woman he plans to have a relationship or one - night stand with .,0.60979055,0.584341521,1
"And in many of the cases , it ' s difficult or impossible to get a new trial given how much the system is meant to protect itself .",0.719390502,0.723488173,1
The continued success of Star Wars means it has now become the biggest movie to date in the US and Canada .,0.677107597,0.756559278,1
"Russia ' s budget , set at 50 dollar - per - barrel prices , is broken when prices are barely above 30 dollars .",0.69453364,0.684214009,1
"They are caught up in something which they never , from what I ' ve seen , understood , and I think that they are paying a big price for other people ' s decisions .",0.592298718,0.566372953,1
"The group has been slow to part with its money , and one person familiar with the figures estimated it had spent only a third of the cash it raised .",0.723076913,0.710853441,1
"Other Republican candidates , from Texas Sen .",0.409160264,0.642534608,1
Ted Cruz to New Jersey Gov .,0.425292715,0.399916952,1
"Chris Christie , were largely quiet on Twitter as Obama made his case to the public .",0.647293391,0.778518533,1
The 44 - year - old man had been walking along a road when a vehicle hit a frozen area and struck him .,0.581372793,0.620198011,1
"It can be particularly dangerous for pregnant women , the elderly , children and anyone with a weak immune system due to a chronic condition .",0.745573537,0.745300861,1
"But for many of us , travelling by public transport in 2016 could be very different , both good and bad .",0.590639655,0.611778177,1
"With the people in the media , a lot of the guys and girls that report now or talk to me actually know my personality .",0.61740452,0.659378344,1
"I myself went to Scotland for a year to get experience , but I think it ' s really unfair that what year you went to university is going affect whether or not you can apply for a job .                 
""",0.611269973,0.600969911,1
"All these politicians are people who everybody thinks are just double - talk and they won ' t say what they mean ,"" he said .",0.609810435,0.606428495,1
"I mean , I never thought I was going to go out and lose in the first round , but at the same time I never thought before , I ' m going to make it to the final , or anything .           
""",0.48319397,0.485588584,1
"We ' re not actively seeking anything but you have to keep your eye out and just see what is out there ,"" he said .",0.547904412,0.525625247,1
As expected the video has received a number of comments in addition to the millions of view it has received since first appearing online .,0.710866509,0.618461906,1
"But a well - placed Government source said after three weeks of negotiations in the run - up to Christmas , the talks were effectively over .",0.69490621,0.673325312,1
She quickly falls to the ground just inches away from the wheel of a black car which is moving in front of her .,0.747617316,0.775876891,1
"She said that after polling more than 16 , 000 votes last May , the party believed it could win three Assembly seats .",0.669632247,0.722525433,1
"New members ' voting status will last 10 years , and will be renewed if that new member has been active in the business .",0.353139702,0.632989561,1
"It took two hours every morning for his mother to get him up and help him with his basic needs , she said .",0.637692101,0.575510888,1
"Other areas you might not see such significant salary increases but still have a high demand are the not - for - profit , health ... and the education sectors .",0.733988947,0.712240359,1
"These are the guys paying huge amounts of money , who are driving what ' s going on in South Africa .",0.737248556,0.720104461,1
It also reveals a failure to recognise that there are others who have come up in the ranks and will continue to so do .,0.6983957,0.693055519,1
"I wasn ' t eating - one nurse would come up with a hot chocolate and a cake every morning , and I could manage to eat this sweet thing .",0.602285257,0.609374906,1
"Unfortunately I think that needs to be reviewed again , because some of those roads that were actually in fact risen , maybe by as much a metre at that time , are actually under water again .",0.654919233,0.636857648,1
"It Is clear that if we ask one of our male guests to stop pulling on a girl , so they must be able to understand what we mean .",0.703014954,0.71534561,1
A lot of my colleagues gave me a hard time in the beginning but I fought for my job and I earned my space .,0.62949725,0.643660548,1
"With the type of people this government said it wanted to encourage because they will be the engine for [ economic ] growth , many of them are most at risk .",0.663082993,0.665288966,1
"Uber allows prices to surge in times of high demand , which they say helps draw more drivers onto the road .",0.810944413,0.813207939,1
"The Freedom of Information Commission claims to be looking at whether the Act is "" working effectively "" and whether there needs to be a "" safe space "" for communications between officials .",0.713842898,0.769435785,1
"I have a problem getting Jack , to eat so when he says he wants something , I let him have it because of the way he is with food .",0.574581904,0.585317376,1
"On arrival at Manchester airport he was arrested by counter - terrorism police , had his passport seized and was questioned for 10 hours , he said .",0.730155395,0.684251212,1
The judge ' s order does not impact or reverse the findings made by the university in this student conduct case .,0.715240481,0.779153684,1
But those close to Corbyn claim the party ' s membership continuing to rise across all sectors of society since he became leader .,0.537625891,0.66210611,1
"But every time we visit , we come to the match - making corner to collect information of a few women for our son to contact .",0.611131029,0.705949727,1
So maybe next time we can see a Chinese - owned movie in a Chinese - owned theatre without leaving the United States .,0.687466779,0.744242316,1
"The experience left a bad taste : "" I learned a lot about preparation , not holding things up , but for some of the kids it was tough .",0.64599482,0.654292734,1
"The post has now had more than 13 , 000 shares on Facebook and has attracted comments from many people moved by the story .",0.554072394,0.585657004,1
"But unions , where they exist , tend to represent workers in successful industries , which naturally welcome access to wider markets .",0.73532386,0.802082296,1
"The profile would include a list of "" services "" the women would perform , despite the fact few spoke any English and could not agree to what was written about her .",0.754240331,0.748083386,1
The Labour leader emerged from his office this afternoon to find journalists waiting outside in the hope of hearing who could be in or out of Labour ' s front bench team .,0.764065706,0.745695737,1
"The five Costa book award winners each win Â£ 5 , 000 and are all now in the running to win the Costa book of the year .",0.610392474,0.29176666,1
"About half of all union members are now in the public sector , which has a membership rate of 36 percent .",0.620886052,0.753106608,1
"It ' ll be tough for us to go up against him next season , but he wants to fight for the stand - off position at Edinburgh and we wish him all the best when he leaves .                   
""",0.690410255,0.622399397,1
"The press have gone out and knocked on a lot of doors to try and create a story ,"" he said .",0.654560636,0.676279536,1
And certainly if we fight the election in 2020 as we are now then my fear would be that we would face a very disappointing result .,0.664553465,0.668090413,1
But I ' m still really excited by what ' s ahead for us short - term and also long - term .,0.559822314,0.591951313,1
But when the board have such confidence in you the pressure is much higher than if they say it is your last game .,0.237943675,0.208014071,1
"They feel they are doing something wrong , and I think that ' s sad for them because they have paid a lot of money for that experience .",0.518092853,0.534390943,1
A breach of copyright claim against the Welsh government over photographs used of Dylan Thomas in a tourism drive has been thrown out by a court in Ireland .,0.746928239,0.810207729,1
"On New Year ' s Eve , the day the messages became public , Labour ' s leader suspended him from the party while its National Executive Committee carries out an "" independent "" investigation into his behaviour .                   
""",0.744155897,0.761781732,1
"For young families it ' s a way for children to experience nature , a safe place where they can play while still having everything the city has to offer ,"" she says .",0.670637781,0.723414482,1
I ' d just rather be at home because I think it ' s unfair I ' ve been sent away and none of my sisters has .,0.553114631,0.491311383,1
"There are plenty of Saturday races in Sydney for her but there won ' t be many chances to run for $ 2 million .                                               
""",0.701591248,0.62956958,1
"Just because our characters are having a tough time , it doesn ' t make it any less appealing ,"" she says .",0.625647078,0.64254191,1
"He said : "" I ' m sure they will review the case , I ' m sure that is the right thing that should happen .",0.271175436,0.477969541,1
"After all , it ' s more likely than not that the next government will be a Coalition one , and it will perform less well if it has no money .",0.596289983,0.673360472,1
"In addition , career - driven people who work long hours accepted they could not have everything they would like in their personal lives .",0.708963329,0.685020661,1
"The most detailed rate hike guidance recently in one of those statements came in October , when the Fed indicated it could raise the rate in December if the economy had made enough progress on jobs and inflation .",0.664535301,0.646107143,1
"Indeed , all the parties find themselves at the end of the year still in much the same position as they were in the general election .",0.704029765,0.695263879,1
"One hundred per cent he should have stopped - that ' s why I was so upset because he has a duty of care as a doctor , even though he is retired .",0.652816499,0.66936346,1
"It also features a clip of the 7 / 7 London terror attacks , which left 52 dead and more than 700 people injured .",0.665891585,0.602404538,1
"I also learn in that one image that no matter how little you have , you can choose to be content .",0.626678937,0.691968776,1
"This is why Clinton ' s best political friends are Trump and Obama : for both , in different ways , can drive minority voters to the polls - and towards a Democrat ticket - much more effectively than she can .             
""",0.734132525,0.749681173,1
"It has long been obvious that the existing child poverty targets are not going to be met ,"" the commission said at the time .",0.672478058,0.643838149,1
"As in so many areas of life , in medicine anything that sounds too good to be true usually is .",0.64291604,0.715502596,1
"She was eventually given a clean bill of health , but it ' changed my perspective on life ', she says .",0.682394157,0.697177542,1
Murray has said he would be willing to throw it all away and jet back home should his wife Kim show signs of going into labour early .,0.581213693,0.696456081,1
"Officials say students should be prepared to provide their Social Security and driver ' s license numbers , parents ' Social Security numbers and birth dates , 2015 income tax returns or estimates , W - 2 forms and bank statements .",0.797345329,0.814514846,1
"What was so great we ended up meeting on didn ' t and became really great friends through that whole process and then it turned into something else which was amazing , so things are going really well .",0.691319461,0.671480555,1
"He ' s fighting for the first time since 2013 , looking to work his way back into the title picture .",0.618085923,0.670221168,1
One example they highlight is among first - time home buyers as their life transition will occur much earlier - meaning any shift in environmental thinking is more likely to have long - lasting effects .,0.781312956,0.782807387,1
"From thousands of South Korean brands , she picked out about 50 , and then visited their companies to look closely at their research and development process .",0.763725092,0.725142511,1
He ' s been playing regularly .,0.638451348,0.67529161,1
"it ' s part of getting a strong group together , it ' s competition , it ' s about the performance of the team .",0.682848622,0.699348761,1
"They tried to beat them off , but they were overcome and one of them was grabbed by the head .",0.689638197,0.724147979,1
"I don ' t see how he can ' t [ come back ], but we all know if someone gets a chance and it goes well then it makes it hard for him .",0.527681767,0.522160795,1
"In the short term , it would be great to see Wales also being able to play against clubs from England .",0.692717431,0.690226954,1
"I don ' t mean to keep going on about actors , but they ' re the most important ones , OK ?",0.623302606,0.649657638,1
I ' ve had so much support here in Australia and it ' s a great way to show my thanks to them .,0.595087949,0.582790982,1
"We had had enough of suffering , we wanted to go to Greece , and my aim was to go to Belgium to find work and a new life , but the boat couldn ' t handle this trip , so we landed here by mistake .",0.740050842,0.759367008,1
However the 33 - year - old revealed that the abandoned buildings still make her nervous for a variety of reasons .,0.696527606,0.717768521,1
"If his successor is a Democrat , they will remain in place - even if Congress remains under Republican control , as expected .",0.706174112,0.672319192,1
I was afraid my legs wouldn ' t get going because of the traveling and lack of sleep the last few days .,0.620753261,0.565982404,1
"In particular , Google UK would have paid a huge bill to other Google businesses for the rights to use the brand and software technology that has for years been developed in California .",0.755844831,0.771249459,1
"Some of the lucky ones might choose not to take the train from Grand Central , but to settle in Manhattan .",0.77334561,0.783375205,1
I don ' t know how a father could get up and face the world like he has after what ' s happened to his boy .,0.593180713,0.560783632,1
"She knew what was going to happen , but we didn ' t know and she certainly didn ' t tell us .",0.560010313,0.578730253,1
"The people who proposed this law have short memories - or even worse , they don ' t care what such language really means ,"" he says .",0.672702554,0.695498013,1
"But for the way I grew up , in the Valley with my mother ' s record collection -- the Eagles songs , I know them all by heart .                                     
""",0.616945244,0.650446868,1
"I haven ' t seen him in so many years I can ' t make a big drama about it ... but I feel an era has ended , it ' s so very sad .""",0.31175976,0.354096133,1
she said on the program .,0.498891106,0.492445335,1
"Even after the episode last night , Chris had his bat and went around half the venue for kids to hold it and feel part of our franchise .",0.774420779,0.77471662,1
"In fact , the entire hour lead up to this there was no conversation about any of the four people on this debate stage , and that is the chronic situation .",0.710902072,0.699946486,1
"With the expanded global TV network , Netflix expects to add a record 6 million members in its current first quarter of 2016 .",0.737092111,0.641762476,1
"And if none of the three conservative radio hosts met with Trump ' s approval , he had another idea .",0.714878154,0.743671645,1
"He did not say how much tax English regions should be able to charge , but added : "" We have a tax - raising power in Scotland but not in English regions .",0.720648879,0.698589632,1
"At least five people have died from the snow so far and more than 100 have been injured in Japan .                                                       
""",0.501353422,0.460430198,1
"And I always told her I don ' t want her to compete if she ' s not ready ,"" he said .",0.493082871,0.472448666,1
"The 29 - year - old will star in "" Oil City ,"" a film about a high school football team in a Pennsylvania steel town .",0.673021727,0.708591742,1
"The Clinton / Blair era of safe , "" centre ground "" politics appears to be over on both sides of the Atlantic .",0.722878646,0.796221194,1
I ' m old enough to remember a time when most people believed that what happened to our economy was always of our own making .,0.494720331,0.563084446,1
"The 20 - page document , filed under his legal name David Robert Jones , said the estate was worth about $ 100 million , but didn ' t break down the finances .                             
""",0.544700168,0.750238888,1
"Perhaps I won ' t book so many meetings on that day , or won ' t travel so much ,"" she said .",0.5442878,0.612126434,1
We think prices could fall as low as $ 10 a barrel before most of the money managers in the market conceded that matters had gone too far .,0.6550691,0.678242125,1
"The pair were due to meet on Monday , when the state cabinet would hold its first meeting of 2016 .",0.587402264,0.697513547,1
It paid for a ' legal research assistant ' to work in her office for six months in each of the years while she was shadow attorney general .,0.640721117,0.741298309,1
"With all the losses we ' ve had in Canberra , you can get down so we want to bring back some wins .",0.607650835,0.70955594,1
"At the same time , the share of Americans who say Clinton is not a religious person now stands at 43 percent , which is sharply higher than it was in the summer of 2007 , when she was seeking the presidential nomination for the first time .",0.670837054,0.705086045,1
"A new apartment block in Poland has been named Europe ' s best development , even though it will not be completely built for several months .",0.765261094,0.704510536,1
Only its longest - serving members and those who have previously been nominated for an Oscar will still be able to vote .,0.674953383,0.811263937,1
I know I can beat the champions at my weight - the British and the Commonwealth - but that is not how the business works and I ' m waiting for my chance .,0.604039113,0.604644352,1
"After David Bowie died on Sunday following an 18 - month battle with cancer , celebrities from around the world took to social media to share their memories of the music legend .",0.591079064,0.685053622,1
France remains under a state of emergency since militants killed 130 people in a series of bombings and shootings in Paris in November .,0.308356789,0.315515902,1
"He said in the call that he had noticed her missing 15 to 20 minutes , and had been searching for her .",0.606610675,0.576209857,1
"And although I think I am as good of a president as I have ever been right now , I also think that there comes a point where you don ' t have fresh legs .",0.477879739,0.543159145,1
I know my anxiety is not going to go away ...,0.484279464,0.445061269,1
I just have lots of ways now to calm me down .,0.619298153,0.658750747,1
And let ' s pay a whole lot more attention to who we are and how do we protect our people here in the United States .,0.632044029,0.636363643,1
I think it ' s kind of like a turning point and we need to get involved so we get the right person in there .,0.536684577,0.554401326,1
"But I think once you put those things aside and focus on the things you truly want I think that ' s when your focus leads you to the right direction .                                 
""",0.526323207,0.554541802,1
"They know how much their land is worth ,"" she adds , and those who lose it are "" left with very few opportunities afterwards .",0.677983176,0.669502972,1
"While it has declined slightly since then , 59 percent of people still said in a May survey that they approved of the former president .",0.666246401,0.671632075,1
"Though he was on the road most of the year for 40 years , playing to packed houses , he seemed to be always broke .",0.732586013,0.688823923,1
"From Championship teams to Premier League clubs and the FA itself , we have a lot of support from the professional game .",0.683374079,0.657087792,1
"... which , by the way , seemed to be what Sunday night ' s ceremony was most concerned about .",0.721515743,0.699579435,1
The pair met at a dinner party in 1990 and for Bowie it was love at first sight reported E online .,0.709803231,0.711823525,1
They work with law enforcement agencies in the 28 member states and in other non - EU partner nations to combat serious crime .,0.743124444,0.749892705,1
"In Iowa , where he has been virtually tied with Cruz , some polls suggest Trump has pulled slightly ahead in recent days , although others show Cruz leading .",0.614283559,0.508554159,1
If people don ' t buy [ a ] newspaper we won ' t have the revenue to do that kind of work .,0.61010356,0.684474467,1
"When I travel and do my regular job I can just look in someone ' s eyes and I can just tell , you can just see it .",0.521856931,0.490846831,1
"I lost count of the number of times I was told by elderly voters , now planning to vote for the SNP for the first time , how disappointed they were by Labour in government under Tony Blair and Gordon Brown .",0.732827834,0.743502203,1
"Facebook is clearly trying to do the right thing by its users , and , along with everyone else , is trying to figure out how best to manage the explosion of content and access and spread of information on the internet .",0.770437625,0.723903871,1
He was hurt playing for Glasgow earlier this month and it was feared he would miss the tournament ' s early rounds .,0.702683974,0.711352395,1
"Not only can he not get along with people or think clearly on anything , he also went totally over to the dark side during the Bush administration .                                       
""",0.658112231,0.717163282,1
"Tim ' s probably one of the most unique guys on the team ,"" Alabama tight end O .",0.690547555,0.733852468,1
J .,0,0.598334082,1
Howard said .,0.502958108,0.395436376,1
I have a request from the Syrian people that I would ask mothers here in the UK to share with their daughters - please do not travel to Syria .,0.594338307,0.666659791,1
"This phase is estimated to be complete by summer 2017 , with work starting on the building by the end of that year .",0.715583817,0.699396194,1
"Because they pay for workers ' health care plans , at least at many companies in the U .",0.669876317,0.708409529,1
"S ., they get data on costs and spending , which can indicate a workforce ' s health .",0.753248074,0.724232846,1
More than 400 tickets a second are expected to be sold in the last hour before sales close at 7 .,0.661654529,0.494160181,1
30pm .,1,1,1
The Times says the tech giant is negotiating a settlement with France worth three times that amount despite doing far more business in Britain .,0.475135511,0.725742788,1
It ' s already a pretty sad state of affairs when I feel like I have to mention my boyfriend when ' no ' should be enough .,0.585042487,0.555401361,1
An estimated 2 .,0,0.439800774,1
6 million adults in the UK use e - cigarettes - often in an attempt to cut down on tobacco smoking .,0.630259872,0.739140339,1
"I warned the players at half - time that we had to keep the level otherwise they would find a way back in , so I don ' t know why we didn ' t manage to keep that up .",0.591052344,0.608038773,1
"For the developers of the town , the idea is to attract college students and families by creating excellent schools and a safe environment .",0.758731637,0.692398969,1
"One thing I ' ve done very well is fight for every single point , not given away games and stuff .",0.610700843,0.135280789,1
"There is no practical limit to how much interest rates can increase , but they can fall only so far .",0.666767897,0.721843969,1
"They said : ' The initial suggestion from Germany is 20 hours times the minimum wage , which is about Â£ 7 , 000 .",0.661402859,0.656686901,1
"That worked for Sir Alex Ferguson , after all , though things have moved on since 1990 , winning the FA Cup is not going to make up for missing out on the Champions League .",0.716085179,0.675679263,1
"My mum had been ill for four years , so her death wasn ' t entirely unexpected , but my reaction to it was .",0.682542942,0.6949656,1
Their two - year - old child was also in the car at the time of the crash and was treated for minor injuries .,0.335207991,0.439470505,1
"It found that women faced a higher risk of dying in hospital , subsequent heart attacks , heart failure , and stroke .",0.661175689,0.690637278,1
"Some ministers had raised concerns that a delay to holding a cabinet meeting would give Mr Cameron the opportunity to set out his case for the deal without being challenged .                                   
""",0.66705354,0.729228646,1
"This conduct has no place in our organization and this incident does not represent who we are as a team ,"" the statement read .",0.721338172,0.741005205,1
"It ' s going to be hard training full time , the International Football School has been great and given me the opportunity to kick a football every day .",0.675448818,0.694354559,1
"This was the day my wife Sarah and Jack were coming home from hospital , yet I could barely put one foot in front of the other without wanting to lie back down again .                           
""",0.714441661,0.680262532,1
"Many in Indonesia have claimed they supported ISIS but so far , thank God , no big problems have occurred ,"" he said .",0.769441621,0.766146599,1
"Since the drug hit the market in February , the company had reported U .",0.674349193,0.730911585,1
S .,0,0.598334082,1
sales of only about $ 5 .,0.624779609,0.473194452,1
5 million through Sept .,0.484003745,0.484135373,1
"Earlier in the week , police said they believed the inmates had stolen a white van and were heading north .",0.717232854,0.701829748,1
"And they ' d managed to get a chef who would start after the Tour de France in 2011 , so I would do the job from January just until the end of the Tour , when he ' d take over .",0.664774976,0.655465424,1
I put mine on when I have a chance to watch late - night comedy or the news before going to sleep .,0.638111041,0.607784123,1
"I know that I ' ve beaten her once , so I can do it , but I will have to play my best .",0.363660357,0.382371552,1
"But if the expected rise doesn ' t come and rates stay as they are , that would equally be a cause for concern for the Treasury .",0.667574118,0.704982364,1
"And I think what we ' re finding is that it ' s more complicated than we think : every time you find an answer , you have 10 new questions .",0.512997141,0.572695973,1
"And if Arsenal had hoped that they could fight Chelsea blow for blow , man for man , then it was their manager who took away the chance .                                       
""",0.737717852,0.769104183,1
